,Unnamed: 0,Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bins,Total_spaces_new
2328,2328,Balwyn North,4,h,Jellis,12/10/2016,9.2,3104,4,2,2,715,Southern Metropolitan,7809,1702000,Nearby,8
2329,2329,Balwyn North,4,h,Fletchers/One,12/10/2016,9.2,3104,4,2,3,587,Southern Metropolitan,7809,1800000,Nearby,10
2330,2330,Balwyn North,4,h,Jellis,12/10/2016,9.2,3104,3,1,1,593,Southern Metropolitan,7809,3300000,Nearby,5
2331,2331,Balwyn North,4,h,Marshall,12/10/2016,9.2,3104,4,3,2,1070,Southern Metropolitan,7809,2910000,Nearby,9
2332,2332,Balwyn North,2,h,Noel,12/10/2016,9.2,3104,2,1,1,694,Southern Metropolitan,7809,1400000,Nearby,4
2333,2333,Balwyn North,2,t,hockingstuart,12/10/2016,9.2,3104,2,2,2,204,Southern Metropolitan,7809,860000,Nearby,6
2334,2334,Bentleigh,3,h,Woodards,12/10/2016,13,3204,3,2,2,50,Southern Metropolitan,6795,770000,Nearby,7
2335,2335,Bentleigh,2,h,Marshall,12/10/2016,13,3204,2,1,1,296,Southern Metropolitan,6795,855000,Nearby,4
2336,2336,Bentleigh,3,t,Buxton,12/10/2016,13,3204,3,2,2,333,Southern Metropolitan,6795,1100000,Nearby,7
2337,2337,Bentleigh,2,u,hockingstuart,12/10/2016,13,3204,2,1,1,116,Southern Metropolitan,6795,650000,Nearby,4
2338,2338,Bentleigh,4,h,Buxton,12/10/2016,13,3204,4,2,3,902,Southern Metropolitan,6795,1815000,Nearby,10
2339,2339,Bentleigh,4,h,hockingstuart,12/10/2016,13,3204,4,3,2,557,Southern Metropolitan,6795,2255000,Nearby,9
2340,2340,Bentleigh East,4,t,hockingstuart,12/10/2016,13.9,3165,4,2,2,305,Southern Metropolitan,10969,1185000,Nearby,8
2341,2341,Bentleigh East,4,t,Woodards,12/10/2016,13.9,3165,4,3,1,313,Southern Metropolitan,10969,1060000,Nearby,8
2342,2342,Bentleigh East,2,u,Buxton,12/10/2016,13.9,3165,2,1,2,212,Southern Metropolitan,10969,716000,Nearby,5
2343,2343,Bentleigh East,3,h,Buxton,12/10/2016,13.9,3165,3,1,1,593,Southern Metropolitan,10969,1302500,Nearby,5
2344,2344,Bentleigh East,3,h,Paul,12/10/2016,13.9,3165,3,1,1,581,Southern Metropolitan,10969,1550000,Nearby,5
2345,2345,Bentleigh East,3,t,McGrath,12/10/2016,13.9,3165,3,2,1,267,Southern Metropolitan,10969,1279000,Nearby,6
2346,2346,Bentleigh East,3,h,Buxton,12/10/2016,13.9,3165,3,2,2,697,Southern Metropolitan,10969,840000,Nearby,7
2347,2347,Bentleigh East,3,h,Woodards,12/10/2016,13.9,3165,3,1,3,612,Southern Metropolitan,10969,1110000,Nearby,8
2348,2348,Bentleigh East,4,t,Buxton,12/10/2016,13.9,3165,3,2,1,267,Southern Metropolitan,10969,1150000,Nearby,6
2349,2349,Bentleigh East,3,h,McGrath,12/10/2016,13.9,3165,3,1,2,584,Southern Metropolitan,10969,1106000,Nearby,6
2350,2350,Box Hill,3,h,Marshall,12/10/2016,13.1,3128,3,2,2,458,Eastern Metropolitan,4605,1715000,Nearby,7
2351,2351,Box Hill,3,h,Marshall,12/10/2016,13.1,3128,3,1,2,550,Eastern Metropolitan,4605,1200000,Nearby,6
2352,2352,Box Hill,3,h,Fletchers,12/10/2016,13.1,3128,3,1,0,741,Eastern Metropolitan,4605,1760000,Nearby,4
2353,2353,Braybrook,3,h,Trimson,12/10/2016,10.8,3019,3,1,1,471,Western Metropolitan,3589,570500,Nearby,5
2354,2354,Braybrook,3,h,Trimson,12/10/2016,10.8,3019,3,1,3,559,Western Metropolitan,3589,575000,Nearby,7
2355,2355,Braybrook,4,h,Village,12/10/2016,10.8,3019,4,2,2,393,Western Metropolitan,3589,882000,Nearby,8
2356,2356,Brighton,3,h,hockingstuart,12/10/2016,11.2,3186,3,3,2,398,Southern Metropolitan,10579,2050000,Nearby,8
2357,2357,Brighton,4,h,hockingstuart,12/10/2016,11.2,3186,4,3,3,454,Southern Metropolitan,10579,3180000,Nearby,13
2358,2358,Brighton,2,t,Hodges,12/10/2016,11.2,3186,2,1,2,363,Southern Metropolitan,10579,960000,Nearby,5
2359,2359,Brighton,2,h,hockingstuart,12/10/2016,11.2,3186,3,1,1,593,Southern Metropolitan,10579,752000,Nearby,5
2360,2360,Brighton,2,u,Buxton,12/10/2016,11.2,3186,1,1,1,50,Southern Metropolitan,10579,833000,Nearby,3
2361,2361,Brighton,4,h,Buxton,12/10/2016,11.2,3186,4,3,2,644,Southern Metropolitan,10579,3320000,Nearby,9
2362,2362,Brighton,4,h,RT,12/10/2016,11.2,3186,4,3,3,596,Southern Metropolitan,10579,2800000,Nearby,10
2363,2363,Brighton,1,h,Nick,12/10/2016,11.2,3186,3,1,1,593,Southern Metropolitan,10579,1775000,Nearby,5
2364,2364,Brighton,3,u,RT,12/10/2016,11.2,3186,3,2,2,328,Southern Metropolitan,10579,1602000,Nearby,7
2365,2365,Brighton East,5,h,Hodges,12/10/2016,10.7,3187,4,3,2,634,Southern Metropolitan,6938,2500000,Nearby,10
2366,2366,Brighton East,4,h,Buxton,12/10/2016,10.7,3187,4,3,3,708,Southern Metropolitan,6938,1700000,Nearby,11
2367,2367,Brighton East,3,h,Buxton,12/10/2016,10.7,3187,3,1,1,490,Southern Metropolitan,6938,1405000,Nearby,5
2368,2368,Brighton East,3,h,Greg,12/10/2016,10.7,3187,3,1,2,661,Southern Metropolitan,6938,1290000,Nearby,6
2369,2369,Brighton East,5,h,hockingstuart,12/10/2016,10.7,3187,4,3,3,1286.5,Southern Metropolitan,6938,3207000,Nearby,13
2370,2370,Brunswick,2,u,McGrath,12/10/2016,5.2,3056,1,1,1,50,Northern Metropolitan,11918,605000,Nearby,3
2371,2371,Brunswick,3,u,Dingle,12/10/2016,5.2,3056,3,2,1,122,Northern Metropolitan,11918,880000,Nearby,6
2372,2372,Brunswick,3,h,Nelson,12/10/2016,5.2,3056,3,1,0,331,Northern Metropolitan,11918,1222500,Nearby,4
2373,2373,Brunswick West,3,t,Jellis,12/10/2016,5.9,3055,2,1,1,145,Northern Metropolitan,7082,1195000,Nearby,4
2374,2374,Brunswick West,3,h,Ray,12/10/2016,5.9,3055,3,1,0,275,Northern Metropolitan,7082,793000,Nearby,4
2375,2375,Brunswick West,2,u,Nelson,12/10/2016,5.9,3055,2,1,1,73,Northern Metropolitan,7082,400000,Nearby,4
2376,2376,Bulleen,3,h,Barry,12/10/2016,11.8,3105,3,3,2,401,Eastern Metropolitan,4480,905000,Nearby,8
2377,2377,Bulleen,3,h,Barry,12/10/2016,11.8,3105,3,1,3,770,Eastern Metropolitan,4480,1400000,Nearby,7
2378,2378,Bulleen,4,h,Jellis,12/10/2016,11.8,3105,3,1,1,693.5,Eastern Metropolitan,4480,1550000,Nearby,5
2379,2379,Bulleen,4,h,Barry,12/10/2016,11.8,3105,4,2,1,1124,Eastern Metropolitan,4480,1085000,Nearby,7
2380,2380,Bulleen,4,h,Jellis,12/10/2016,11.8,3105,4,3,1,604,Eastern Metropolitan,4480,1300000,Nearby,8
2381,2381,Bulleen,3,h,Barry,12/10/2016,11.8,3105,3,1,1,693.5,Eastern Metropolitan,4480,1240000,Nearby,5
2382,2382,Burwood,3,h,McGrath,12/10/2016,11.7,3125,3,1,2,690,Southern Metropolitan,5678,1342000,Nearby,6
2383,2383,Burwood,4,h,Buxton,12/10/2016,11.7,3125,3,1,1,593,Southern Metropolitan,5678,1381000,Nearby,5
2384,2384,Burwood,4,h,Buxton,12/10/2016,11.7,3125,4,2,2,804,Southern Metropolitan,5678,1782800,Nearby,8
2385,2385,Camberwell,4,h,Noel,12/10/2016,7.8,3124,4,2,2,650,Southern Metropolitan,8920,2090000,Nearby,8
2386,2386,Camberwell,3,t,Fletchers,12/10/2016,7.8,3124,3,2,2,232,Southern Metropolitan,8920,1250000,Nearby,7
2387,2387,Camberwell,3,h,Jellis,12/10/2016,7.8,3124,3,1,1,593,Southern Metropolitan,8920,3775000,Nearby,5
2388,2388,Canterbury,5,h,Jellis,12/10/2016,9,3126,4,3,3,645,Southern Metropolitan,3265,2930000,Nearby,12
2389,2389,Canterbury,4,h,Jellis,12/10/2016,9,3126,4,2,3,812,Southern Metropolitan,3265,2950000,Nearby,9
2390,2390,Carlton North,2,h,Nelson,12/10/2016,3.2,3054,2,1,1,73,Northern Metropolitan,3106,800000,Nearby,4
2391,2391,Carlton North,2,h,Nelson,12/10/2016,3.2,3054,2,1,0,133,Northern Metropolitan,3106,1301000,Nearby,3
2392,2392,Carnegie,2,t,hockingstuart,12/10/2016,11.4,3163,2,2,1,166,Southern Metropolitan,7822,930000,Nearby,5
2393,2393,Caulfield North,1,u,hockingstuart,12/10/2016,8.1,3161,1,1,1,952,Southern Metropolitan,6923,290000,Nearby,3
2394,2394,Caulfield North,2,u,Gary,12/10/2016,8.1,3161,2,1,1,50,Southern Metropolitan,6923,608000,Nearby,4
2395,2395,Caulfield South,4,t,Gary,12/10/2016,9.3,3162,4,2,2,216,Southern Metropolitan,5051,1030000,Nearby,8
2396,2396,Chadstone,4,t,Buxton,12/10/2016,13.6,3148,3,2,1,267,Southern Metropolitan,3582,1015000,Nearby,6
2397,2397,Chadstone,3,h,Ray,12/10/2016,13.6,3148,3,1,1,593,Southern Metropolitan,3582,930000,Nearby,5
2398,2398,Clifton Hill,2,h,Nelson,12/10/2016,3.4,3068,2,1,0,197,Northern Metropolitan,2954,1417000,Nearby,3
2399,2399,Clifton Hill,2,h,Jellis,12/10/2016,3.4,3068,2,1,0,164,Northern Metropolitan,2954,1290000,Nearby,3
2400,2400,Coburg,3,t,Nelson,12/10/2016,7.8,3058,3,1,2,119,Northern Metropolitan,11204,640000,Nearby,6
2401,2401,Coburg,2,h,Peter,12/10/2016,7.8,3058,2,1,1,597,Northern Metropolitan,11204,820000,Nearby,4
2402,2402,Coburg,4,h,Jellis,12/10/2016,7.8,3058,4,1,2,613,Northern Metropolitan,11204,1250000,Nearby,7
2403,2403,Coburg,5,h,Nelson,12/10/2016,7.8,3058,4,3,2,390,Northern Metropolitan,11204,1335000,Nearby,10
2404,2404,Coburg,6,h,hockingstuart,12/10/2016,7.8,3058,4,2,2,1060,Northern Metropolitan,11204,1900000,Nearby,10
2405,2405,Coburg North,2,h,Raine,12/10/2016,9.2,3058,2,1,3,526,Northern Metropolitan,3445,745000,Nearby,6
2406,2406,Coburg North,4,h,Jellis,12/10/2016,9.2,3058,4,3,2,501,Northern Metropolitan,3445,1050000,Nearby,9
2407,2407,Doncaster,3,u,Barry,12/10/2016,13.9,3108,2,1,1,208,Eastern Metropolitan,9028,828000,Nearby,4
2408,2408,Doncaster,3,t,Assisi,12/10/2016,13.9,3108,3,1,1,236,Eastern Metropolitan,9028,945000,Nearby,5
2409,2409,Doncaster,4,h,Jellis,12/10/2016,13.9,3108,4,2,2,655,Eastern Metropolitan,9028,1430000,Nearby,8
2410,2410,Doncaster,4,h,Barry,12/10/2016,13.9,3108,4,2,2,780,Eastern Metropolitan,9028,1250000,Nearby,8
2411,2411,Doncaster,3,u,Barry,12/10/2016,13.9,3108,3,2,1,203,Eastern Metropolitan,9028,772000,Nearby,6
2412,2412,Doncaster,4,h,Barry,12/10/2016,13.9,3108,4,3,2,507,Eastern Metropolitan,9028,2000000,Nearby,9
2413,2413,Doncaster,3,t,Hamilton,12/10/2016,13.9,3108,3,1,1,236,Eastern Metropolitan,9028,550000,Nearby,5
2414,2414,Elsternwick,2,u,Buxton,12/10/2016,8.5,3185,2,1,1,815,Southern Metropolitan,4898,591000,Nearby,4
2415,2415,Elsternwick,2,u,Biggin,12/10/2016,8.5,3185,2,1,1,50,Southern Metropolitan,4898,537000,Nearby,4
2416,2416,Elsternwick,3,h,Biggin,12/10/2016,8.5,3185,3,2,1,347,Southern Metropolitan,4898,1805000,Nearby,6
2417,2417,Elsternwick,3,h,Hodges,12/10/2016,8.5,3185,3,2,2,331,Southern Metropolitan,4898,800000,Nearby,7
2418,2418,Elsternwick,3,h,Biggin,12/10/2016,8.5,3185,3,1,2,275,Southern Metropolitan,4898,965000,Nearby,6
2419,2419,Essendon,2,u,Nelson,12/10/2016,8,3040,2,1,1,916,Western Metropolitan,9264,445000,Nearby,4
2420,2420,Essendon,6,h,Brad,12/10/2016,8,3040,4,3,2,860,Western Metropolitan,9264,2620000,Nearby,12
2421,2421,Essendon,3,h,Nelson,12/10/2016,8,3040,3,1,3,533,Western Metropolitan,9264,1226000,Nearby,7
2422,2422,Essendon,3,h,Nelson,12/10/2016,8,3040,3,1,3,477,Western Metropolitan,9264,825000,Nearby,7
2423,2423,Fairfield,2,h,Thomas,12/10/2016,5.8,3078,2,1,1,66,Northern Metropolitan,2970,610000,Nearby,4
2424,2424,Fairfield,2,u,Nelson,12/10/2016,5.8,3078,2,1,1,50,Northern Metropolitan,2970,445000,Nearby,4
2425,2425,Fitzroy North,2,h,Harrington,12/10/2016,3.5,3068,2,1,0,122,Northern Metropolitan,6244,1055000,Nearby,3
2426,2426,Fitzroy North,2,u,Woodards,12/10/2016,3.5,3068,2,2,1,1286.5,Northern Metropolitan,6244,720000,Nearby,5
2427,2427,Fitzroy North,3,h,Holland,12/10/2016,3.5,3068,3,1,0,275,Northern Metropolitan,6244,1286000,Nearby,4
2428,2428,Fitzroy North,3,h,Nelson,12/10/2016,3.5,3068,3,1,0,176,Northern Metropolitan,6244,1655000,Nearby,4
2429,2429,Fitzroy North,3,h,Nelson,12/10/2016,3.5,3068,2,1,1,148,Northern Metropolitan,6244,1181000,Nearby,4
2430,2430,Fitzroy North,3,t,Jellis,12/10/2016,3.5,3068,3,3,1,188,Northern Metropolitan,6244,1600000,Nearby,7
2431,2431,Flemington,2,u,Nelson,12/10/2016,4.4,3031,2,1,1,50,Northern Metropolitan,3593,360000,Nearby,4
2432,2432,Flemington,2,h,Nelson,12/10/2016,4.4,3031,2,1,0,225,Northern Metropolitan,3593,855000,Nearby,3
2433,2433,Footscray,2,h,Village,12/10/2016,6.4,3011,2,1,0,210,Western Metropolitan,7570,900000,Nearby,3
2434,2434,Footscray,2,u,Sweeney,12/10/2016,6.4,3011,2,1,1,50,Western Metropolitan,7570,281000,Nearby,4
2435,2435,Footscray,4,h,hockingstuart,12/10/2016,6.4,3011,4,2,3,50,Western Metropolitan,7570,1300000,Nearby,9
2436,2436,Footscray,3,h,Jas,12/10/2016,6.4,3011,3,2,1,197,Western Metropolitan,7570,775000,Nearby,6
2437,2437,Glen Iris,4,h,Marshall,12/10/2016,9.2,3146,4,2,2,659,Southern Metropolitan,10412,2010000,Nearby,8
2438,2438,Glen Iris,4,h,Marshall,12/10/2016,9.2,3146,3,1,1,593,Southern Metropolitan,10412,1870000,Nearby,5
2439,2439,Glen Iris,4,h,Marshall,12/10/2016,9.2,3146,4,3,3,50,Southern Metropolitan,10412,2975000,Nearby,11
2440,2440,Glen Iris,2,u,Marshall,12/10/2016,9.2,3146,2,1,1,50,Southern Metropolitan,10412,585000,Nearby,4
2441,2441,Glen Iris,3,h,Tim,12/10/2016,9.2,3146,3,2,2,669,Southern Metropolitan,10412,1275000,Nearby,7
2442,2442,Glen Iris,1,u,RT,12/10/2016,9.2,3146,1,1,1,63,Southern Metropolitan,10412,452000,Nearby,3
2443,2443,Glen Iris,3,t,Jellis,12/10/2016,9.2,3146,3,2,2,365,Southern Metropolitan,10412,1625000,Nearby,7
2444,2444,Glenroy,2,t,Barry,12/10/2016,13,3046,2,1,1,145,Northern Metropolitan,8870,455000,Nearby,4
2445,2445,Glenroy,3,h,Brad,12/10/2016,13,3046,3,1,3,734,Northern Metropolitan,8870,670000,Nearby,8
2446,2446,Glenroy,3,h,Walshe,12/10/2016,13,3046,3,1,2,627,Northern Metropolitan,8870,572000,Nearby,6
2447,2447,Glenroy,4,h,Eview,12/10/2016,13,3046,4,1,3,606,Northern Metropolitan,8870,702000,Nearby,9
2448,2448,Glenroy,2,h,Barry,12/10/2016,13,3046,2,1,1,705,Northern Metropolitan,8870,730000,Nearby,4
2449,2449,Glenroy,2,t,Eview,12/10/2016,13,3046,2,1,1,145,Northern Metropolitan,8870,449000,Nearby,4
2450,2450,Glenroy,2,h,Barry,12/10/2016,13,3046,3,1,1,482,Northern Metropolitan,8870,680000,Nearby,5
2451,2451,Glenroy,2,t,Melbourne,12/10/2016,13,3046,2,1,1,145,Northern Metropolitan,8870,410000,Nearby,4
2452,2452,Glenroy,3,h,Stockdale,12/10/2016,13,3046,3,1,3,667,Northern Metropolitan,8870,711500,Nearby,7
2453,2453,Glenroy,3,h,Nelson,12/10/2016,13,3046,3,2,3,805,Northern Metropolitan,8870,820000,Nearby,9
2454,2454,Gowanbrae,3,h,Nelson,12/10/2016,13.6,3043,3,1,1,537,Western Metropolitan,1071,550000,Nearby,5
2455,2455,Hadfield,3,h,Barry,12/10/2016,12.1,3046,3,1,2,570,Northern Metropolitan,2606,730000,Nearby,6
2456,2456,Hadfield,3,h,Stockdale,12/10/2016,12.1,3046,3,2,2,565,Northern Metropolitan,2606,800000,Nearby,7
2457,2457,Hampton,3,t,Marshall,12/10/2016,13.7,3188,3,2,1,267,Southern Metropolitan,5454,1725000,Nearby,6
2458,2458,Hampton,4,h,Buxton,12/10/2016,13.7,3188,4,2,2,487,Southern Metropolitan,5454,1460000,Nearby,8
2459,2459,Hampton,3,t,Buxton,12/10/2016,13.7,3188,3,2,1,267,Southern Metropolitan,5454,1700000,Nearby,6
2460,2460,Hampton,2,h,Hodges,12/10/2016,13.7,3188,3,1,1,593,Southern Metropolitan,5454,905000,Nearby,5
2461,2461,Hampton,3,h,Hodges,12/10/2016,13.7,3188,3,1,2,495,Southern Metropolitan,5454,1403000,Nearby,6
2462,2462,Hampton,3,h,Buxton,12/10/2016,13.7,3188,3,1,1,767,Southern Metropolitan,5454,1682000,Nearby,5
2463,2463,Hampton East,4,t,Buxton,12/10/2016,14.5,3188,3,2,1,267,Southern Metropolitan,2356,1385000,Nearby,6
2464,2464,Hampton East,4,t,RT,12/10/2016,14.5,3188,3,2,1,267,Southern Metropolitan,2356,1325000,Nearby,6
2465,2465,Hawthorn,2,u,Jellis,12/10/2016,4.6,3122,2,1,1,50,Southern Metropolitan,11308,545000,Nearby,4
2466,2466,Hawthorn,2,u,hockingstuart,12/10/2016,4.6,3122,2,1,1,50,Southern Metropolitan,11308,655000,Nearby,4
2467,2467,Hawthorn,2,h,Jellis,12/10/2016,4.6,3122,2,1,3,791,Southern Metropolitan,11308,2920000,Nearby,6
2468,2468,Hawthorn,1,u,Marshall,12/10/2016,4.6,3122,1,1,1,50,Southern Metropolitan,11308,488000,Nearby,3
2469,2469,Hawthorn,3,h,Marshall,12/10/2016,4.6,3122,3,2,2,264,Southern Metropolitan,11308,1510000,Nearby,7
2470,2470,Hawthorn,2,u,Jellis,12/10/2016,4.6,3122,1,1,1,50,Southern Metropolitan,11308,600000,Nearby,3
2471,2471,Heidelberg Heights,3,h,Love,12/10/2016,10.5,3081,3,2,2,807,Eastern Metropolitan,2947,994000,Nearby,7
2472,2472,Heidelberg Heights,3,h,Barry,12/10/2016,10.5,3081,3,2,1,665,Eastern Metropolitan,2947,725000,Nearby,6
2473,2473,Heidelberg Heights,2,h,Haughton,12/10/2016,10.5,3081,2,1,3,577,Eastern Metropolitan,2947,725000,Nearby,6
2474,2474,Heidelberg Heights,3,h,Barry,12/10/2016,10.5,3081,3,1,0,673,Eastern Metropolitan,2947,743000,Nearby,4
2475,2475,Heidelberg Heights,3,h,Barry,12/10/2016,10.5,3081,3,1,0,592,Eastern Metropolitan,2947,785000,Nearby,4
2476,2476,Heidelberg Heights,3,t,Miles,12/10/2016,10.5,3081,3,2,2,215,Eastern Metropolitan,2947,620000,Nearby,7
2477,2477,Heidelberg Heights,2,h,hockingstuart,12/10/2016,10.5,3081,3,2,1,608,Eastern Metropolitan,2947,700000,Nearby,6
2478,2478,Heidelberg West,3,h,Miles,12/10/2016,9.4,3081,3,1,2,192,Eastern Metropolitan,2674,525000,Nearby,6
2479,2479,Heidelberg West,3,h,William,12/10/2016,9.4,3081,3,1,1,594,Eastern Metropolitan,2674,710000,Nearby,5
2480,2480,Hughesdale,4,h,Woodards,12/10/2016,13,3166,4,2,1,547,Southern Metropolitan,3145,1745000,Nearby,7
2481,2481,Ivanhoe,3,t,Woodards,12/10/2016,7.9,3079,3,2,2,50,Eastern Metropolitan,5549,855000,Nearby,7
2482,2482,Ivanhoe,2,u,Miles,12/10/2016,7.9,3079,2,1,1,94,Eastern Metropolitan,5549,705000,Nearby,4
2483,2483,Ivanhoe,2,u,Barry,12/10/2016,7.9,3079,2,1,1,50,Eastern Metropolitan,5549,504000,Nearby,4
2484,2484,Ivanhoe,1,u,Nelson,12/10/2016,7.9,3079,1,1,1,845,Eastern Metropolitan,5549,413000,Nearby,3
2485,2485,Ivanhoe,3,t,Miles,12/10/2016,7.9,3079,3,2,2,314,Eastern Metropolitan,5549,1010000,Nearby,7
2486,2486,Kealba,3,t,Barry,12/10/2016,15,3021,2,1,1,200,Western Metropolitan,1202,465500,Mederately close,4
2487,2487,Kealba,3,h,Sweeney,12/10/2016,15,3021,3,1,3,597,Western Metropolitan,1202,515000,Mederately close,8
2488,2488,Keilor East,3,h,Nelson,12/10/2016,12.8,3033,3,1,2,584,Western Metropolitan,5629,880000,Nearby,6
2489,2489,Keilor East,3,u,Rendina,12/10/2016,12.8,3033,3,2,2,112,Western Metropolitan,5629,580000,Nearby,7
2490,2490,Keilor East,4,t,Barry,12/10/2016,12.8,3033,4,3,1,322,Western Metropolitan,5629,886000,Nearby,8
2491,2491,Keilor East,4,h,Nelson,12/10/2016,12.8,3033,4,2,3,659,Western Metropolitan,5629,970000,Nearby,10
2492,2492,Keilor East,4,h,Brad,12/10/2016,12.8,3033,4,2,2,745,Western Metropolitan,5629,920000,Nearby,8
2493,2493,Keilor East,3,h,Harcourts,12/10/2016,12.8,3033,3,1,2,539,Western Metropolitan,5629,625000,Nearby,6
2494,2494,Keilor East,3,h,Nelson,12/10/2016,12.8,3033,3,3,1,318,Western Metropolitan,5629,825000,Nearby,7
2495,2495,Kensington,1,u,Dingle,12/10/2016,4.2,3031,1,1,1,1286.5,Northern Metropolitan,5263,360000,Nearby,3
2496,2496,Kensington,3,h,Jellis,12/10/2016,4.2,3031,3,1,0,275,Northern Metropolitan,5263,1455000,Nearby,4
2497,2497,Kensington,1,u,Edward,12/10/2016,4.2,3031,1,1,1,50,Northern Metropolitan,5263,365000,Nearby,3
2498,2498,Kensington,3,u,Woodards,12/10/2016,4.2,3031,3,1,1,1286.5,Northern Metropolitan,5263,551000,Nearby,5
2499,2499,Kensington,2,u,Nelson,12/10/2016,4.2,3031,2,2,1,1286.5,Northern Metropolitan,5263,442000,Nearby,5
2500,2500,Kensington,2,h,Nardella,12/10/2016,4.2,3031,2,1,2,158,Northern Metropolitan,5263,765000,Nearby,5
2501,2501,Kew,4,h,Bekdon,12/10/2016,5.6,3101,4,3,2,277,Southern Metropolitan,10331,1910000,Nearby,9
2502,2502,Kew,5,h,RT,12/10/2016,5.6,3101,3,1,1,593,Southern Metropolitan,10331,3620000,Nearby,5
2503,2503,Kew,3,h,Jellis,12/10/2016,5.6,3101,3,1,2,304,Southern Metropolitan,10331,1410000,Nearby,6
2504,2504,Kew,2,u,hockingstuart,12/10/2016,5.6,3101,2,1,1,743,Southern Metropolitan,10331,515000,Nearby,4
2505,2505,Kew,3,h,Walsh,12/10/2016,5.6,3101,3,1,2,782,Southern Metropolitan,10331,2310000,Nearby,6
2506,2506,Kew,2,h,Jellis,12/10/2016,5.6,3101,2,1,1,50,Southern Metropolitan,10331,890000,Nearby,4
2507,2507,Kew East,3,h,Jellis,12/10/2016,7.5,3102,3,1,2,672,Southern Metropolitan,2671,1920000,Nearby,6
2508,2508,Maidstone,3,u,Burnham,12/10/2016,9.2,3012,3,2,2,184,Western Metropolitan,3873,520000,Nearby,7
2509,2509,Maidstone,2,h,Prof.,12/10/2016,9.2,3012,2,1,2,700,Western Metropolitan,3873,1000000,Nearby,5
2510,2510,Maidstone,3,h,LJ,12/10/2016,9.2,3012,3,1,2,278,Western Metropolitan,3873,580000,Nearby,6
2511,2511,Maidstone,3,h,Nelson,12/10/2016,9.2,3012,3,1,1,584,Western Metropolitan,3873,840000,Nearby,5
2512,2512,Malvern,2,u,Jellis,12/10/2016,7.4,3144,1,1,1,50,Southern Metropolitan,4675,1020000,Nearby,3
2513,2513,Malvern East,5,h,Marshall,12/10/2016,11.2,3145,4,2,3,837,Southern Metropolitan,8801,4802500,Nearby,11
2514,2514,Malvern East,1,u,Thomson,12/10/2016,11.2,3145,1,1,1,50,Southern Metropolitan,8801,350000,Nearby,3
2515,2515,Maribyrnong,5,h,Biggin,12/10/2016,8.7,3032,4,2,2,433,Western Metropolitan,4918,990000,Nearby,9
2516,2516,Maribyrnong,2,u,Biggin,12/10/2016,8.7,3032,2,1,1,950,Western Metropolitan,4918,330000,Nearby,4
2517,2517,Maribyrnong,1,u,Sweeney,12/10/2016,8.7,3032,2,1,1,80,Western Metropolitan,4918,277500,Nearby,4
2518,2518,Maribyrnong,2,h,RT,12/10/2016,8.7,3032,3,1,1,537,Western Metropolitan,4918,637000,Nearby,5
2519,2519,Melbourne,2,u,MICM,12/10/2016,2.8,3000,2,1,1,50,Northern Metropolitan,17496,671000,Nearby,4
2520,2520,Middle Park,3,h,Greg,12/10/2016,4.1,3206,3,1,1,593,Southern Metropolitan,2019,2227000,Nearby,5
2521,2521,Mont Albert,5,h,Marshall,12/10/2016,11.8,3127,4,3,2,355,Eastern Metropolitan,2079,1400000,Nearby,11
2522,2522,Mont Albert,2,u,Jellis,12/10/2016,11.8,3127,2,1,1,208,Eastern Metropolitan,2079,1150000,Nearby,4
2523,2523,Mont Albert,3,h,Noel,12/10/2016,11.8,3127,3,1,1,693.5,Eastern Metropolitan,2079,1901000,Nearby,5
2524,2524,Mont Albert,2,u,hockingstuart,12/10/2016,11.8,3127,2,2,2,1286.5,Eastern Metropolitan,2079,665000,Nearby,6
2525,2525,Moonee Ponds,5,h,Nelson,12/10/2016,6.9,3039,4,2,1,50,Western Metropolitan,6232,2405000,Nearby,8
2526,2526,Moonee Ponds,4,h,Brad,12/10/2016,6.9,3039,4,1,2,603,Western Metropolitan,6232,1395000,Nearby,7
2527,2527,Moonee Ponds,3,h,Barry,12/10/2016,6.9,3039,3,2,0,408,Western Metropolitan,6232,1630000,Nearby,5
2528,2528,Moonee Ponds,3,h,Nelson,12/10/2016,6.9,3039,3,1,1,449,Western Metropolitan,6232,1160000,Nearby,5
2529,2529,Moonee Ponds,3,h,McDonald,12/10/2016,6.9,3039,3,1,1,395,Western Metropolitan,6232,1065000,Nearby,5
2530,2530,Moonee Ponds,4,h,Rendina,12/10/2016,6.9,3039,4,1,2,453,Western Metropolitan,6232,1361500,Nearby,7
2531,2531,Moonee Ponds,2,h,Nelson,12/10/2016,6.9,3039,2,1,0,225,Western Metropolitan,6232,945000,Nearby,3
2532,2532,Moonee Ponds,1,u,Brad,12/10/2016,6.9,3039,1,1,1,50,Western Metropolitan,6232,360000,Nearby,3
2533,2533,Newport,3,h,Greg,12/10/2016,8.4,3015,3,2,1,343,Western Metropolitan,5498,930000,Nearby,6
2534,2534,Newport,3,h,Jas,12/10/2016,8.4,3015,3,2,1,50,Western Metropolitan,5498,800000,Nearby,6
2535,2535,Newport,3,h,Greg,12/10/2016,8.4,3015,3,1,0,357,Western Metropolitan,5498,1305000,Nearby,4
